epoch,loss,loss/data,loss/ic,loss/res,loss/smma,lr,params/beta,step
184,0.001183450105600059,0.0005306305247358978,0.00014678431034553796,0.0005060354014858603,0.005907817278057337,,17.333515167236328,8509
,,,,,,0.0005,,8510
185,0.0013548046117648482,0.0005089216283522546,0.00014774099690839648,0.0006981417536735535,0.005816756747663021,,17.479068756103516,8555
,,,,,,0.0005,,8556
186,0.0012102123582735658,0.0004473449371289462,0.0003423170419409871,0.0004205506993457675,0.005724626127630472,,17.466815948486328,8601
,,,,,,0.0005,,8602
187,0.0007871954585425556,0.0003476514248177409,0.00013804480840917677,0.00030149909434840083,0.005625877529382706,,17.580486297607422,8647
,,,,,,0.0005,,8648
188,0.0011802453082054853,0.0004073577874805778,0.0003379449772182852,0.0004349423397798091,0.005536964628845453,,17.731517791748047,8693
,,,,,,0.0005,,8694
189,0.0012114020064473152,0.00038655230309814215,0.00036899372935295105,0.000455855973996222,0.005450453609228134,,17.689319610595703,8739
,,,,,,0.0005,,8740
190,0.0016553188906982541,0.0004078340716660023,0.0004971788730472326,0.0007503061788156629,0.005374550819396973,,17.634231567382812,8785
,,,,,,0.0005,,8786
191,0.0014732220442965627,0.00040461192838847637,0.0005093711661174893,0.000559238949790597,0.0052965241484344006,,17.6330509185791,8831
,,,,,,0.0005,,8832
192,0.0008906249422580004,0.00037482200423255563,0.00015471939695999026,0.0003610835410654545,0.0052084061317145824,,17.645158767700195,8877
,,,,,,0.0005,,8878
193,0.0011320582125335932,0.0003074464329984039,4.608514700521482e-06,0.0008200033335015178,0.005126879550516605,,17.48261833190918,8923
,,,,,,0.0005,,8924
194,0.0007755787810310721,0.0004138171789236367,1.4086316696193535e-05,0.0003476751735433936,0.005039853509515524,,17.791776657104492,8969
,,,,,,0.0005,,8970
195,0.0009988027159124613,0.00040262576658278704,1.2793943824362941e-05,0.0005833831964991987,0.004959032405167818,,17.752498626708984,9015
,,,,,,0.0005,,9016
196,0.001404920476488769,0.00032594779622741044,0.00019059986516367644,0.0008883725968189538,0.004887950140982866,,17.660640716552734,9061
,,,,,,0.0005,,9062
197,0.0017866684356704354,0.00029015407199040055,0.00034099200274795294,0.001155522302724421,0.004825924523174763,,17.433320999145508,9107
,,,,,,0.0005,,9108
198,0.0013591361930593848,0.0003387440519873053,0.00012379212421365082,0.0008966001332737505,0.004756588488817215,,17.609352111816406,9153
,,,,,,0.0005,,9154
199,0.001222776947543025,0.00037070756661705673,3.449807991273701e-05,0.0008175711263902485,0.0046859122812747955,,17.63480567932129,9199
,,,,,,0.0005,,9200
200,0.0010838957969099283,0.00035301121533848345,5.028765008319169e-05,0.0006805964512750506,0.004613872151821852,,17.567577362060547,9245
,,,,,,0.0005,,9246
201,0.002548381919041276,0.00033538605202920735,5.222443724051118e-05,0.002160771517083049,0.0045725624077022076,,17.232114791870117,9291
,,,,,,0.0005,,9292
202,0.002283629961311817,0.0003802822029683739,1.619922295503784e-05,0.001887148362584412,0.004526783712208271,,16.909433364868164,9337
,,,,,,0.0005,,9338
203,0.0013428580714389682,0.0004257714026607573,0.00012381297710817307,0.0007932737935334444,0.004463104996830225,,16.914880752563477,9383
,,,,,,0.0005,,9384
204,0.001092370948754251,0.0003712977922987193,0.0003175659803673625,0.00040350714698433876,0.004395690280944109,,16.837282180786133,9429
,,,,,,0.0005,,9430
205,0.0008315524901263416,0.0004191584885120392,0.00010346782073611394,0.0003089263627771288,0.004324407782405615,,16.964557647705078,9475
,,,,,,0.0005,,9476
206,0.0014908508164808154,0.0003221753577236086,0.00018059379362966865,0.000988081912510097,0.004267736338078976,,16.79989242553711,9521
,,,,,,0.0005,,9522
207,0.001084670191630721,0.00036385489511303604,4.333298420533538e-05,0.0006774826324544847,0.004204075317829847,,16.792787551879883,9567
,,,,,,0.0005,,9568
208,0.0008608305361121893,0.00033639397588558495,7.958553760545328e-05,0.00044485097168944776,0.004137210547924042,,16.885448455810547,9613
,,,,,,0.0005,,9614
209,0.0012320926180109382,0.00030716590117663145,3.48933317582123e-05,0.0008900335524231195,0.004079108126461506,,17.084501266479492,9659
,,,,,,0.0005,,9660
210,0.0012018790002912283,0.0003139355103485286,6.707308057229966e-05,0.0008208705112338066,0.004021563567221165,,17.012659072875977,9705
,,,,,,0.0005,,9706
211,0.0012308661825954914,0.00034880093880929053,9.438871347811073e-05,0.0007876766030676663,0.003965749405324459,,17.247432708740234,9751
,,,,,,0.0005,,9752
212,0.0011450443416833878,0.00032851655851118267,9.312442125519738e-05,0.0007234031800180674,0.003909335471689701,,17.24686050415039,9797
,,,,,,0.0005,,9798
213,0.0008229301893152297,0.0003034923574887216,0.000154919020133093,0.0003645186952780932,0.0038476071786135435,,17.188159942626953,9843
,,,,,,0.0005,,9844
214,0.0019328034250065684,0.00021230803395155817,0.0002020917454501614,0.0015184041112661362,0.003809311194345355,,17.1936092376709,9889
,,,,,,0.0005,,9890
215,0.0013545447727665305,0.0003353965876158327,0.00027137150755152106,0.0007477764156647027,0.003760215826332569,,17.065744400024414,9935
,,,,,,0.0005,,9936
216,0.0010314977262169123,0.0002901055268011987,0.00034032738767564297,0.0004010647244285792,0.0037056414876133204,,17.017690658569336,9981
,,,,,,0.0005,,9982
217,0.0011211663950234652,0.0004992054891772568,0.00021060032304376364,0.0004113604372832924,0.003653951920568943,,17.22749900817871,10027
,,,,,,0.0005,,10028
218,0.0010258432012051344,0.00029079130035825074,0.0001152281547547318,0.000619824044406414,0.003601389704272151,,17.164831161499023,10073
,,,,,,0.0005,,10074
219,0.0015692501328885555,0.00037213953328318894,3.808740439126268e-05,0.0011590231442824006,0.003560747019946575,,16.88866424560547,10119
,,,,,,0.0005,,10120
220,0.0009689904400147498,0.0003723248082678765,7.178098258009413e-06,0.0005894876667298377,0.003508911933749914,,16.901718139648438,10165
,,,,,,0.0005,,10166
221,0.0006995287840254605,0.0002551846264395863,8.62355955177918e-06,0.00043572051799856126,0.0034527243115007877,,16.85157012939453,10211
,,,,,,0.0005,,10212
222,0.001318841241300106,0.0002603100147098303,4.666632958105765e-05,0.0010118646314367652,0.0034100464545190334,,16.90938949584961,10257
,,,,,,0.0005,,10258
223,0.0010469747940078378,0.0002492448838893324,4.014433943666518e-05,0.0007575857453048229,0.003362785093486309,,16.942779541015625,10303
,,,,,,0.0005,,10304
224,0.0006631282740272582,0.00023851063451729715,1.449828596378211e-05,0.0004101194499526173,0.0033087919000536203,,17.185625076293945,10349
,,,,,,0.0005,,10350
225,0.0005405115080066025,0.00018504423496779054,4.3938725866610184e-05,0.0003115285362582654,0.0032534264028072357,,17.2935848236084,10395
,,,,,,0.0005,,10396
226,0.000979329110123217,0.00030161894392222166,0.00021278114581946284,0.000464928918518126,0.003207944333553314,,17.198396682739258,10441
,,,,,,0.0005,,10442
227,0.0009464902686886489,0.0002085154555970803,0.00017847956041805446,0.0005594953545369208,0.0031627153512090445,,17.313879013061523,10487
,,,,,,0.0005,,10488
228,0.0009299460798501968,0.00021577735606115311,0.00012450444046407938,0.0005896643851883709,0.003118060063570738,,17.290952682495117,10533
,,,,,,0.0005,,10534
229,0.0016509313136339188,0.0004317995917517692,0.0001464976230636239,0.001072634244337678,0.0030887173488736153,,17.519390106201172,10579
,,,,,,0.0005,,10580
230,0.0011379661737009883,0.0003809425397776067,0.00015600315236952156,0.0006010206998325884,0.0030497023835778236,,17.69588279724121,10625
,,,,,,0.0005,,10626
231,0.0007623406709171832,0.0003267739957664162,0.00011928932508453727,0.0003162772336509079,0.0030039551202207804,,17.593536376953125,10671
,,,,,,0.0005,,10672
232,0.001491537201218307,0.0003868576022796333,8.991430513560772e-05,0.0010147657012566924,0.0029737066943198442,,17.626480102539062,10717
,,,,,,0.0005,,10718
233,0.000697855488397181,0.00019847432849928737,2.096163916576188e-05,0.0004784196789842099,0.0029281897004693747,,17.258747100830078,10763
,,,,,,0.0005,,10764
234,0.0009506469941698015,0.0002318169572390616,0.00021802062110509723,0.0005008095176890492,0.0028886389918625355,,17.237930297851562,10809
,,,,,,0.0005,,10810
235,0.0006855144747532904,0.00016201705147977918,0.0001435562444385141,0.00037994133890606463,0.0028445764910429716,,17.35184669494629,10855
,,,,,,0.0005,,10856
236,0.0006798511021770537,0.00018641653878148645,0.00012403099390212446,0.00036940351128578186,0.002801281865686178,,17.283254623413086,10901
,,,,,,0.0005,,10902
237,0.0008424842962995172,0.00016174564370885491,5.050127219874412e-05,0.0006302374531514943,0.0027621060144156218,,17.463008880615234,10947
,,,,,,0.0005,,10948
238,0.0009015081450343132,0.0001562771067256108,2.843915717676282e-05,0.0007167918956838548,0.0027248940896242857,,17.377904891967773,10993
,,,,,,0.0005,,10994
239,0.0004875027225352824,0.00018599777831695974,1.7318800018983893e-05,0.000284186186036095,0.002680146135389805,,17.545970916748047,11039
,,,,,,0.0005,,11040
240,0.0025877286680042744,0.00016277229588013142,7.73670421949646e-07,0.002424182603135705,0.0026782979257404804,,17.42236328125,11085
,,,,,,0.0005,,11086
241,0.00283352960832417,0.00016354852414224297,7.949654900585301e-06,0.00266203167848289,0.002681402489542961,,17.083446502685547,11131
,,,,,,0.0005,,11132
242,0.0012581986375153065,0.00019677443196997046,3.4773204333760077e-06,0.0010579469380900264,0.0026529384776949883,,17.031322479248047,11177
,,,,,,0.0005,,11178
243,0.0009008070919662714,0.0001788569934433326,2.5251152692362666e-05,0.0006966987275518477,0.0026178958360105753,,16.9180850982666,11223
,,,,,,0.0005,,11224
244,0.0007803323096595705,0.000189636237337254,0.00018742769316304475,0.00040326835005544126,0.0025811444502323866,,16.940282821655273,11269
,,,,,,0.0005,,11270
245,0.0007753581157885492,0.000167960868566297,4.795029235538095e-05,0.0005594466929323971,0.002545028692111373,,17.00890350341797,11315
,,,,,,0.0005,,11316
246,0.0009737503132782876,0.00017284548084717244,0.00019511058053467423,0.0006057943101041019,0.0025136033073067665,,16.99540901184082,11361
,,,,,,0.0005,,11362
247,0.001044524135068059,0.00016783559112809598,0.0002722688368521631,0.0006044197943992913,0.0024842217098921537,,16.90391731262207,11407
,,,,,,0.0005,,11408
248,0.0013966938713565469,0.0003049803781323135,1.3986526028020307e-05,0.0010777268325909972,0.0024624711368232965,,16.8718204498291,11453
,,,,,,0.0005,,11454
249,0.0006435627583414316,0.00018453293887432665,2.3656824851059355e-05,0.00043537296005524695,0.002426092978566885,,16.882200241088867,11499
,,,,,,0.0005,,11500
250,0.0010612279875203967,0.00026818347396329045,3.2718744478188455e-05,0.0007603258127346635,0.0023987956810742617,,16.887060165405273,11545
,,,,,,0.0005,,11546
251,0.0008941963315010071,0.00018252870358992368,1.7605475477466825e-06,0.000709907035343349,0.002368703717365861,,16.95118522644043,11591
,,,,,,0.0005,,11592
252,0.000595037650782615,0.00024586409563198686,5.650842467730399e-06,0.0003435227263253182,0.0023332303389906883,,16.978622436523438,11637
,,,,,,0.0005,,11638
253,0.0007562054670415819,0.00015199986228253692,2.6068992156069726e-05,0.0005781365907751024,0.0023016897030174732,,17.02637481689453,11683
,,,,,,0.0005,,11684
254,0.0012688206043094397,0.00039814331103116274,6.47073466097936e-05,0.0008059699321165681,0.0022810325026512146,,16.839311599731445,11729
,,,,,,0.0005,,11730
255,0.0009006214095279574,0.0001250829518539831,0.00010891188867390156,0.0006666264962404966,0.0022534241434186697,,16.771047592163086,11775
,,,,,,0.0005,,11776
256,0.0015088286017999053,0.00013634531933348626,0.00016988984134513885,0.001202593557536602,0.002238532295450568,,16.86444854736328,11821
,,,,,,0.0005,,11822
257,0.0026106222067028284,0.0001789857487892732,0.00047745928168296814,0.001954177860170603,0.002245974028483033,,16.82396125793457,11867
,,,,,,0.0005,,11868
258,0.0006180022610351443,0.00012465431063901633,0.00025496952002868056,0.00023837832850404084,0.0022134145256131887,,16.430191040039062,11913
,,,,,,0.0005,,11914
259,0.0007305122562684119,0.0002230394893558696,4.3435276893433183e-05,0.0004640374972950667,0.002183756558224559,,16.45337677001953,11959
,,,,,,0.0005,,11960
260,0.0007606089347973466,0.00012790822074748576,0.00033874655491672456,0.0002939541300293058,0.0021552937105298042,,16.435388565063477,12005
,,,,,,0.0005,,12006
261,0.0014797254698351026,0.0003208930720575154,0.000275740516372025,0.0008830918231979012,0.0021417823154479265,,16.446203231811523,12051
,,,,,,0.0005,,12052
262,0.0009639267227612436,0.00026031717425212264,9.460108412895352e-05,0.0006090085371397436,0.002118225209414959,,16.29474639892578,12097
,,,,,,0.0005,,12098
263,0.0007945054676383734,0.0002653646224644035,3.623488964876742e-06,0.0005255173309706151,0.0020917507354170084,,16.32599639892578,12143
,,,,,,0.0005,,12144
264,0.0010130974696949124,0.00014735458535142243,9.043576937983744e-06,0.0008566992473788559,0.002070177812129259,,16.225801467895508,12189
,,,,,,0.0005,,12190
265,0.0007764030015096068,0.0001491464499849826,1.4846650628896896e-05,0.000612409960012883,0.0020443021785467863,,16.09446907043457,12235
,,,,,,0.0005,,12236
266,0.001083852956071496,0.00015635346062481403,7.689123594900593e-05,0.0008506081067025661,0.0020250931847840548,,15.970985412597656,12281
,,,,,,0.0005,,12282
267,0.0006559402099810541,0.00014647092029917985,0.0001845007500378415,0.00032496865605935454,0.001997710205614567,,16.02902603149414,12327
,,,,,,0.0005,,12328
268,0.000670439621899277,0.00013114990724716336,5.531696842808742e-06,0.0005337578477337956,0.001971164718270302,,16.086441040039062,12373
,,,,,,0.0005,,12374
269,0.0012936886632815003,0.00012983614578843117,5.504345608642325e-06,0.0011583480518311262,0.001957615138962865,,15.8123197555542,12419
,,,,,,0.0005,,12420
270,0.0007748798816464841,0.0001420400949427858,3.9142637433542404e-06,0.0006289253360591829,0.0019339604768902063,,15.930163383483887,12465
,,,,,,0.0005,,12466
271,0.0028248289600014687,0.00011034523777198046,0.00014945340808480978,0.0025650300085544586,0.0019517778418958187,,15.622398376464844,12511
,,,,,,0.0005,,12512
272,0.0009617824107408524,0.00022821841412223876,4.227539830026217e-05,0.0006912884418852627,0.0019319780403748155,,15.493462562561035,12557
,,,,,,0.0005,,12558
273,0.0006614295416511595,0.00015849762712605298,0.00010470725101185963,0.00039822468534111977,0.001906567020341754,,15.648868560791016,12603
,,,,,,0.0005,,12604
274,0.0021038041450083256,0.0002455963403917849,7.375562563538551e-05,0.0017844528192654252,0.0019105117535218596,,15.71881103515625,12649
,,,,,,0.0005,,12650
275,0.0018486949848011136,0.00022582546807825565,3.284443437223672e-06,0.0016195849748328328,0.0019092754228040576,,15.519218444824219,12695
,,,,,,0.0005,,12696
276,0.0010746946791186929,0.0001890559942694381,8.156620765475964e-07,0.0008848229772411287,0.0018925837939605117,,15.331034660339355,12741
,,,,,,0.0005,,12742
277,0.0006263197283260524,0.00015116551367100328,6.904916062921984e-06,0.00046824925811961293,0.0018672585720196366,,15.206008911132812,12787
,,,,,,0.0005,,12788
278,0.0006562424241565168,0.00014254396955948323,0.000163001284818165,0.00035069705336354673,0.001843038247898221,,15.253377914428711,12833
,,,,,,0.0005,,12834
279,0.0016931332647800446,0.00013552451855503023,0.0008396709454245865,0.0007179377134889364,0.0018400400876998901,,15.206888198852539,12879
,,,,,,0.0005,,12880
280,0.0014025748241692781,0.00016662021516822278,0.0002049845497822389,0.001030969899147749,0.001831290777772665,,15.072396278381348,12925
,,,,,,0.0005,,12926
281,0.0011518384562805295,0.00012957576836925,4.6853623643983155e-05,0.0009754091734066606,0.0018177017336711287,,15.057388305664062,12971
,,,,,,0.0005,,12972
282,0.0007135580526664853,0.000144053585245274,2.900061008404009e-05,0.000540503824595362,0.0017956189112737775,,14.981673240661621,13017
,,,,,,0.0005,,13018
283,0.001230611465871334,0.0001301631418755278,0.0003968762175645679,0.0007035718881525099,0.0017843187088146806,,14.994916915893555,13063
,,,,,,0.0005,,13064
284,0.0013322749873623252,0.00015634094597771764,0.00011654925037873909,0.0010593850165605545,0.0017752778949216008,,14.946416854858398,13109
,,,,,,0.0005,,13110
285,0.00044645663001574576,0.0001057141344062984,1.2906855772598647e-05,0.00032783555798232555,0.0017487014411017299,,14.977295875549316,13155
,,,,,,0.0005,,13156
286,0.0004847578820772469,0.00014463298430200666,1.3083046724204905e-05,0.0003270420420449227,0.001723422552458942,,15.120682716369629,13201
,,,,,,0.0005,,13202
287,0.0006444375030696392,0.00012776626681443304,7.187813025666401e-05,0.00044479314237833023,0.0017018428770825267,,15.210774421691895,13247
,,,,,,0.0005,,13248
288,0.000752468011341989,0.00014167027256917208,0.00020324414072092623,0.0004075534816365689,0.00168285530526191,,15.394250869750977,13293
,,,,,,0.0005,,13294
289,0.0009457555133849382,0.00011051052570110187,0.00019073174917139113,0.0006445133476518095,0.0016681134002283216,,15.273284912109375,13339
,,,,,,0.0005,,13340
290,0.0010488445404917002,0.00011546593304956332,5.78584149479866e-05,0.0008755201706662774,0.001655727974139154,,15.258569717407227,13385
,,,,,,0.0005,,13386
291,0.0009020924335345626,9.262032835977152e-05,0.00018271300359629095,0.0006267591379582882,0.0016406553331762552,,15.332303047180176,13431
,,,,,,0.0005,,13432
292,0.0015066720079630613,0.00019441278709564358,0.00014860174269415438,0.0011636577546596527,0.001637975568883121,,15.379714965820312,13477
,,,,,,0.0005,,13478
293,0.0005733042489737272,8.322209032485262e-05,9.762517584022135e-05,0.0003924570046365261,0.0016166821587830782,,15.06554889678955,13523
,,,,,,0.0005,,13524
294,0.0013838865561410785,0.00022817515127826482,2.0470366507652216e-05,0.0011352411238476634,0.0016120262444019318,,15.26597785949707,13569
,,,,,,0.0005,,13570
295,0.0009920209413394332,0.0002801464288495481,4.475170044315746e-06,0.0007073993911035359,0.001599626149982214,,15.400866508483887,13615
,,,,,,0.0005,,13616
296,0.0007376193534582853,0.00010671493510017172,2.9028245990048163e-05,0.0006018761196173728,0.0015823859721422195,,15.133232116699219,13661
,,,,,,0.0005,,13662
297,0.00047356600407510996,7.712112710578367e-05,4.261360300006345e-05,0.00035383133217692375,0.0015602096682414412,,14.929794311523438,13707
,,,,,,0.0005,,13708
298,0.0028271155897527933,0.00016152321768458933,9.837507968768477e-05,0.0025672169867902994,0.0015855476958677173,,15.017535209655762,13753
,,,,,,0.0005,,13754
299,0.002911560470238328,0.00019301784050185233,0.0001358783192699775,0.0025826646015048027,0.0016120680375024676,,14.555692672729492,13799
,,,,,,0.0005,,13800
300,0.0009757885709404945,0.0001392037229379639,7.47372268961044e-06,0.0008291111444123089,0.0015993424458429217,,14.28099536895752,13845
,,,,,,0.0005,,13846
301,0.0011377977207303047,0.00011476936197141185,6.339646915876074e-06,0.0010166887659579515,0.0015901115257292986,,14.174396514892578,13891
,,,,,,0.0005,,13892
302,0.0014533394714817405,0.0002022010594373569,3.256167474319227e-05,0.001218576799146831,0.001587376114912331,,14.225354194641113,13937
,,,,,,0.0005,,13938
303,0.0008171818917617202,0.00012792534835170954,2.227221557404846e-05,0.0006669841823168099,0.001571972155943513,,14.237092971801758,13983
,,,,,,0.0005,,13984
304,0.0013323634630069137,0.00022422453912440687,8.164875180227682e-05,0.0010264901211485267,0.001567180035635829,,14.233905792236328,14029
,,,,,,0.0005,,14030
305,0.0012755757197737694,0.00014333579747471958,2.494109321560245e-05,0.0011072986526414752,0.001561347977258265,,13.976433753967285,14075
,,,,,,0.0005,,14076
306,0.0006367574678733945,0.00021366236614994705,4.750756488647312e-05,0.00037558760959655046,0.0015428561018779874,,14.10737133026123,14121
,,,,,,0.0005,,14122
307,0.0005586625193245709,0.0001469019043724984,4.8629852244630456e-05,0.0003631308500189334,0.0015231722500175238,,14.209855079650879,14167
,,,,,,0.0005,,14168
308,0.0008760960190556943,0.0001455738238291815,7.232295320136473e-05,0.0006581993075087667,0.001510230707935989,,14.006933212280273,14213
,,,,,,0.0005,,14214
309,0.0005923351272940636,9.215330646838993e-05,0.0001878949551610276,0.00031228683656081557,0.001491872826591134,,14.097868919372559,14259
,,,,,,0.0005,,14260
310,0.0011721374467015266,8.720187179278582e-05,0.0003486816422082484,0.0007362542091868818,0.0014854781329631805,,13.998709678649902,14305
,,,,,,0.0005,,14306
311,0.001205208245664835,0.00011708197416737676,0.00013286032481119037,0.0009552658884786069,0.0014798727352172136,,14.011139869689941,14351
,,,,,,0.0005,,14352
312,0.0010995302582159638,0.00011018791701644659,1.6498102922923863e-05,0.0009728444274514914,0.0014722658088430762,,14.10463809967041,14397
,,,,,,0.0005,,14398
313,0.0008098955731838942,7.837916200514883e-05,8.021102985367179e-06,0.0007234953227452934,0.001459018443711102,,14.029866218566895,14443
,,,,,,0.0005,,14444
314,0.001343840966001153,0.0003574358415789902,4.433359936228953e-05,0.0009420717251487076,0.0014567149337381124,,14.061568260192871,14489
,,,,,,0.0005,,14490
315,0.0009934159461408854,0.00011746464588213712,5.446795512398239e-06,0.0008705044747330248,0.0014474489726126194,,13.905320167541504,14535
,,,,,,0.0005,,14536
316,0.0007339318981394172,8.34525199024938e-05,2.432900828353013e-06,0.0006480465526692569,0.00143317854963243,,13.918208122253418,14581
,,,,,,0.0005,,14582
317,0.0009355992660857737,8.649556548334658e-05,4.690718014899176e-06,0.0008444130071438849,0.0014232270186766982,,13.870498657226562,14627
,,,,,,0.0005,,14628
318,0.001187633373774588,8.93208707566373e-05,1.3159442460164428e-05,0.001085153198800981,0.001418515108525753,,13.861953735351562,14673
,,,,,,0.0005,,14674
319,0.0008479620446451008,9.388449689140543e-05,2.3882761524873786e-05,0.0007301948498934507,0.0014071040786802769,,13.653216361999512,14719
,,,,,,0.0005,,14720
320,0.0006539179012179375,0.00011872888717334718,0.00022277660900726914,0.0003124121867585927,0.001392040285281837,,13.846027374267578,14765
,,,,,,0.0005,,14766
321,0.0004653279029298574,0.00011077709496021271,0.00016626839351374656,0.0001882825599750504,0.0013735061511397362,,13.688286781311035,14811
,,,,,,0.0005,,14812
322,0.0018681248184293509,0.0005197334103286266,1.7669886801741086e-05,0.0013307214248925447,0.0013833984266966581,,13.451029777526855,14857
,,,,,,0.0005,,14858
323,0.0008642819011583924,8.647020149510354e-05,2.38258530771418e-06,0.00077542889630422,0.0013730161590501666,,13.434510231018066,14903
,,,,,,0.0005,,14904
324,0.0010000822367146611,8.486217120662332e-05,1.1131112387374742e-06,0.0009141067857854068,0.001365557429380715,,13.42911434173584,14949
,,,,,,0.0005,,14950
325,0.0005147333722561598,8.679334860062227e-05,2.375542862864677e-05,0.0004041846259497106,0.0013485410017892718,,13.412911415100098,14995
,,,,,,0.0005,,14996
326,0.0011767512187361717,0.0001187833258882165,7.237032696139067e-05,0.0009855976095423102,0.0013451052363961935,,13.430384635925293,15041
,,,,,,0.0005,,15042
327,0.0010645833099260926,0.00011201916640857235,9.81968787527876e-06,0.0009427442564629018,0.0013394947163760662,,13.422152519226074,15087
,,,,,,0.0005,,15088
328,0.0007366535719484091,7.58067617425695e-05,1.488845646235859e-05,0.000645958527456969,0.001327437930740416,,13.225348472595215,15133
,,,,,,0.0005,,15134
329,0.0007406736258417368,0.00019650346075650305,0.00018816060037352145,0.00035600963747128844,0.0013157026842236519,,13.382899284362793,15179
,,,,,,0.0005,,15180
330,0.000813485705293715,0.00010177414515055716,1.553704532852862e-05,0.0006961744511500001,0.0013056582538411021,,13.398420333862305,15225
,,,,,,0.0005,,15226
331,0.0006619860068894923,0.0003501054015941918,2.5538694899296388e-05,0.00028634187765419483,0.001292784814722836,,13.320124626159668,15271
,,,,,,0.0005,,15272
332,0.0008486883016303182,7.330693915719166e-05,1.1065404578403104e-05,0.0007643159478902817,0.00128390290774405,,13.386076927185059,15317
,,,,,,0.0005,,15318
333,0.002267721574753523,0.0002490278275217861,3.7666625303245382e-06,0.0020149273332208395,0.0013035793090239167,,13.312870025634766,15363
,,,,,,0.0005,,15364
334,0.0014079081593081355,9.295097697759047e-05,4.586283466778696e-06,0.0013103709788993,0.0013056658208370209,,13.177363395690918,15409
,,,,,,0.0005,,15410
335,0.0009501673048362136,7.20970710972324e-05,2.0803301595151424e-05,0.000857266946695745,0.0012985558714717627,,13.021236419677734,15455
,,,,,,0.0005,,15456
336,0.000587429734878242,0.00010327593190595508,5.081782001070678e-05,0.00043333586654625833,0.001284333411604166,,12.990128517150879,15501
,,,,,,0.0005,,15502
337,0.0005172865930944681,7.4324372690171e-05,4.74320449939114e-06,0.0004382191109471023,0.0012689924333244562,,12.935954093933105,15547
,,,,,,0.0005,,15548
338,0.0007026912644505501,0.0001213193463627249,1.9084955056314357e-05,0.0005622870521619916,0.0012576663866639137,,13.229839324951172,15593
,,,,,,0.0005,,15594
339,0.00238318950869143,0.00014146906323730946,4.8241348849842325e-05,0.0021934788674116135,0.0012801769189536572,,13.18806266784668,15639
,,,,,,0.0005,,15640
340,0.001063203439116478,8.975863602245227e-05,3.097004446317442e-05,0.0009424747549928725,0.0012758374214172363,,12.839761734008789,15685
,,,,,,0.0005,,15686
341,0.00123063032515347,0.0001130292221205309,2.8729902624036185e-05,0.0010888713877648115,0.0012749332236126065,,12.692797660827637,15731
,,,,,,0.00025,,15732
342,0.00020164778106845915,7.498163176933303e-05,1.1517563507368322e-05,0.00011514859215822071,0.0012534675188362598,,12.790115356445312,15777
,,,,,,0.00025,,15778
343,0.00020401790970936418,9.551856783218682e-05,9.483939038545941e-07,0.00010755093535408378,0.0012324785348027945,,12.973365783691406,15823
,,,,,,0.00025,,15824
344,0.00019956617325078696,8.486314618494362e-05,4.357939360488672e-07,0.00011426719720475376,0.0012118202866986394,,13.044827461242676,15869
,,,,,,0.00025,,15870
345,0.0001375551801174879,5.1911203627241775e-05,6.125999334471999e-07,8.503136632498354e-05,0.0011903350241482258,,13.129167556762695,15915
,,,,,,0.00025,,15916
346,0.00039034360088407993,4.772773536387831e-05,1.0385271025370457e-06,0.0003415773098822683,0.0011743351351469755,,13.203949928283691,15961
,,,,,,0.00025,,15962
347,0.0006458653369918466,4.797845031134784e-05,1.1404252973079565e-06,0.0005967465694993734,0.001163765788078308,,13.231635093688965,16007
,,,,,,0.00025,,16008
348,0.00046195770846679807,4.350508243078366e-05,8.231268111558165e-07,0.00041762954788282514,0.0011497295927256346,,13.165644645690918,16053
,,,,,,0.00025,,16054
349,0.00016380356100853533,4.421191260917112e-05,1.073746602742176e-06,0.00011851784802274778,0.0011300110490992665,,13.249756813049316,16099
,,,,,,0.00025,,16100
350,0.00021291259326972067,3.107678276137449e-05,3.32834679284133e-06,0.000178507441887632,0.001111669116653502,,13.29985523223877,16145
,,,,,,0.00025,,16146
351,0.00019568433344829828,3.5460732760839164e-05,4.350529252405977e-07,0.0001597885275259614,0.0010933494195342064,,13.397733688354492,16191
,,,,,,0.00025,,16192
352,0.0002462803677190095,5.447060539154336e-05,1.7210201974648953e-07,0.00019163764955010265,0.0010764080798253417,,13.4769926071167,16237
,,,,,,0.00025,,16238
353,0.0001999831583816558,3.069224476348609e-05,5.374942020353046e-07,0.00016875345318112522,0.001058879541233182,,13.42746353149414,16283
,,,,,,0.00025,,16284
354,0.00023854761093389243,3.1110423151403666e-05,9.511934422334889e-07,0.00020648600184358656,0.0010424728970974684,,13.459524154663086,16329
,,,,,,0.00025,,16330
355,0.0002662430051714182,2.3385977328871377e-05,1.991041926885373e-06,0.00024086597841233015,0.0010269483318552375,,13.504117012023926,16375
,,,,,,0.00025,,16376
356,0.00015415367670357227,2.4411316189798526e-05,4.835961817661882e-07,0.00012925875489600003,0.0010094924364238977,,13.651464462280273,16421
,,,,,,0.00025,,16422
357,0.0007408418459817767,2.784109346976038e-05,1.244641566700011e-06,0.0007117560598999262,0.0010041194036602974,,13.648205757141113,16467
,,,,,,0.00025,,16468
358,0.0008529499755240977,3.071525497944094e-05,7.148543659241113e-07,0.0008215199923142791,0.00100109598133713,,13.543710708618164,16513
,,,,,,0.00025,,16514
359,0.0004023407818749547,3.921898314729333e-05,3.7607449598908715e-07,0.000362745689926669,0.0009891209192574024,,13.537371635437012,16559
